customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,is_new_customer,is_long_term,total_revenue,charge_category,charge_ratio,num_services,is_monthly_contract,paperless_billing_binary,family_size
0121-SNYRK,Male,0,No,No,50,No,"No phone service",DSL,Yes,No,No,Yes,No,No,"One year",Yes,"Mailed check",35.4,1748.9,0,"4+ years",0,1,1770,Medium,0.987521,2,0,1,0
9102-OXKFY,Male,0,No,No,59,Yes,Yes,DSL,No,No,Yes,No,No,No,"Two year",No,"Electronic check",54.15,3116.15,0,"4+ years",0,1,3194.85,Medium,0.975061,2,0,0,0
9667-EQRXU,Female,1,No,No,30,No,"No phone service",DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",70.4,1172.95,1,"2-4 years",0,0,2112,High,0.555111,2,1,1,0
8865-TNMNX,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,"One year",No,"Mailed check",49.55,475.7,0,"0-1 year",1,0,495.5,Medium,0.958107,2,0,0,2
1114-CENIM,Male,0,No,Yes,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",55,3092.65,1,"4+ years",0,1,2970,Medium,1.04095,2,1,1,1
4291-TPNFG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",82.3,5980.55,0,"4+ years",0,1,5925.6,High,1.0091,6,0,1,1
6734-CKRSM,Female,0,No,No,3,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20,63.6,0,"0-1 year",1,0,60,Low,1.04262,1,1,0,0
0739-UUAJR,Female,0,Yes,Yes,72,Yes,"No phone service",DSL,Yes,No,Yes,No,Yes,Yes,"Two year",Yes,"Credit card (automatic)",53.8,3952.45,0,"4+ years",0,1,3873.6,Medium,1.02009,5,0,1,2
7341-LXCAF,Male,0,Yes,No,4,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.65,301.4,1,"0-1 year",1,0,298.6,High,1.00601,1,1,1,1
5084-OOVCJ,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,"Credit card (automatic)",70.4,1398.6,0,"1-2 years",0,0,1196.8,High,1.16764,3,1,1,2
9026-LHEVG,Female,0,No,No,9,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,"Electronic check",40.75,359.4,0,"0-1 year",1,0,366.75,Medium,0.977294,3,1,0,0
9467-ROOLM,Female,0,No,No,25,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.05,461.3,0,"2-4 years",0,0,476.25,Low,0.966579,1,1,0,0
6115-ZTBFQ,Female,0,Yes,No,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,"Bank transfer (automatic)",65.5,4919.7,0,"4+ years",0,1,4716,Medium,1.04297,6,1,0,1
2359-QWQUL,Female,0,Yes,No,39,Yes,No,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",104.7,4134.85,1,"2-4 years",0,0,4083.3,High,1.01238,6,0,1,1
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.6,1398.6,0,"0-1 year",1,0,226.6,Low,6.14499,1,1,0,2
4619-EVPHY,Female,1,Yes,No,29,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",91,1859.5,0,"2-4 years",0,0,2639,High,0.704356,3,0,1,1
9381-NDKME,Female,1,Yes,No,24,No,"No phone service",DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",40.65,933.3,1,"1-2 years",0,0,975.6,Medium,0.955662,2,1,1,1
2824-DXNKN,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,"Two year",Yes,"Bank transfer (automatic)",71.45,5025.85,0,"4+ years",0,1,5144.4,High,0.976766,4,0,1,2
2141-RRYGO,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",68.65,261.25,1,"0-1 year",1,0,274.6,Medium,0.947932,4,1,1,0
2320-YKQBO,Female,0,No,No,7,Yes,No,"Fiber optic","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",70.4,144.95,0,"0-1 year",1,0,492.8,High,0.29354,1,1,0,0
1169-WCVAK,Male,0,Yes,No,19,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,No,No,Month-to-month,Yes,"Credit card (automatic)",88.8,1672.35,0,"1-2 years",0,0,1687.2,High,0.990611,4,1,1,1
6202-DYYFX,Female,0,No,No,22,Yes,Yes,"Fiber optic",No,No,No,No,No,No,"One year",Yes,"Credit card (automatic)",76,1783.6,0,"1-2 years",0,0,1672,High,1.06611,1,0,1,0
5804-HYIEZ,Male,0,Yes,Yes,70,Yes,Yes,"Fiber optic",Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",106.05,7554.05,0,"4+ years",0,1,7423.5,High,1.01745,5,1,1,2
8584-KMVXD,Female,0,No,No,8,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",75.6,535.55,0,"0-1 year",1,0,604.8,High,0.884038,2,1,0,0
2530-ENDWQ,Female,0,Yes,No,71,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",93.7,6585.35,1,"4+ years",0,1,6652.7,High,0.989727,3,0,1,1
3280-NMUVX,Male,0,Yes,Yes,34,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",19.6,678.8,0,"2-4 years",0,0,666.4,Low,1.01708,1,1,0,2
2243-FNMMI,Male,0,No,No,20,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.4,415.4,0,"1-2 years",0,0,388,Low,1.06787,1,1,0,0
0946-FKYTX,Male,0,No,No,52,No,"No phone service",DSL,No,Yes,No,No,No,No,"One year",No,"Mailed check",30.1,1623.4,0,"4+ years",0,1,1565.2,Low,1.03652,1,0,0,0
1730-ZMAME,Female,1,No,No,32,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",79.5,2665,0,"2-4 years",0,0,2544,High,1.04715,2,1,1,0
4514-GFCFI,Female,1,No,No,16,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",84.75,1350.15,1,"1-2 years",0,0,1356,High,0.994952,2,1,1,0
0621-HJWXJ,Female,0,Yes,No,63,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",70.4,1398.6,0,"4+ years",0,1,4435.2,High,0.31527,2,1,1,1
6738-ISCBM,Male,0,No,No,44,No,"No phone service",DSL,Yes,No,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",54,2440.25,0,"2-4 years",0,0,2376,Medium,1.02661,4,0,1,0
4609-KNNWG,Female,0,Yes,Yes,27,Yes,No,No,"No internet service","No internet service","No internet service",No,"No internet service","No internet service","Two year",No,"Mailed check",19.9,550.1,0,"2-4 years",0,0,537.3,Low,1.02192,1,0,0,2
7113-HIPFI,Male,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,"Two year",No,"Mailed check",70.4,4097.05,0,"4+ years",0,1,4646.4,High,0.881579,5,0,0,2
7392-YYPYJ,Male,0,No,No,22,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.65,2415.95,0,"1-2 years",0,0,2214.3,High,1.09057,4,1,1,0
7109-MFBYV,Male,0,No,No,29,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",45.45,1233.15,0,"2-4 years",0,0,1318.05,Medium,0.934877,1,1,0,0
3689-MOZGR,Female,0,No,No,29,No,"No phone service",DSL,No,No,No,Yes,No,No,Month-to-month,Yes,"Electronic check",31.2,926.2,0,"2-4 years",0,0,904.8,Low,1.02252,1,1,1,0
4349-GFQHK,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,"Electronic check",54.35,54.35,1,"0-1 year",1,0,54.35,Medium,0.981933,2,1,0,0
9871-ELEYA,Female,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,"Two year",No,"Credit card (automatic)",67.65,2339.3,0,"2-4 years",0,0,2300.1,Medium,1.0166,5,0,0,1
9848-JQJTX,Male,0,No,No,72,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",100.9,7459.05,0,"4+ years",0,1,7264.8,High,1.0266,5,0,1,0
3058-HJCUY,Male,0,Yes,Yes,41,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Electronic check",102.6,4213.35,1,"2-4 years",0,0,4206.6,High,1.00137,5,0,1,2
8562-GHPPI,Female,0,No,No,1,Yes,No,"Fiber optic",No,"No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",19.8,19.8,0,"0-1 year",1,0,19.8,Low,0.951923,1,1,0,0
4043-MKDTV,Male,0,Yes,No,71,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",105.25,7291.75,0,"4+ years",0,1,7472.75,High,0.975648,6,0,1,1
8100-HZZLJ,Female,0,No,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",70.4,2737.05,0,"2-4 years",0,0,3027.2,High,0.903854,4,1,1,1
1379-FRVEB,Male,0,No,Yes,15,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",91,1430.05,0,"1-2 years",0,0,1365,High,1.04689,3,1,1,1
6505-OZNPG,Female,0,No,No,6,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Mailed check",63.4,348.8,0,"0-1 year",1,0,380.4,Medium,0.914525,6,0,1,0
7951-QKZPL,Female,0,Yes,Yes,33,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",24.5,740.3,1,"2-4 years",0,0,808.5,Low,0.914515,1,0,1,2
9953-ZMKSM,Male,0,No,No,63,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",25.25,1559.3,0,"4+ years",0,1,1590.75,Low,0.979614,1,1,0,0
1703-MGIAB,Female,0,No,No,17,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,"Mailed check",69,1108,0,"1-2 years",0,0,1173,Medium,0.943782,3,1,1,0
3486-HOOGQ,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,"Two year",No,"Bank transfer (automatic)",79.7,5743.3,0,"4+ years",0,1,5579,High,1.02927,6,0,0,2
1685-BQULA,Female,0,No,No,29,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",93.4,3756.4,0,"2-4 years",0,0,2708.6,High,1.38633,4,1,1,0
7632-MNYOY,Male,1,No,No,66,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",110.9,1398.6,1,"4+ years",0,1,7319.4,High,0.191055,6,0,0,0
9158-VCTQB,Female,0,Yes,No,41,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",113.6,4594.95,1,"2-4 years",0,0,4657.6,High,0.986337,7,1,1,1
5014-WUQMG,Male,0,Yes,Yes,47,Yes,No,"Fiber optic",Yes,Yes,Yes,No,No,Yes,"One year",Yes,"Electronic check",96.1,4391.45,0,"2-4 years",0,0,4516.7,High,0.972054,5,0,1,2
9955-QOPOY,Male,0,Yes,No,69,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",60.8,4263.4,0,"4+ years",0,1,4195.2,Medium,1.01601,5,0,1,1
3680-CTHUH,Male,0,No,No,60,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",116.6,7049.5,0,"4+ years",0,1,6996,High,1.0075,6,0,1,0
7143-BQIBA,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,"Bank transfer (automatic)",62.25,612.95,0,"0-1 year",1,0,622.5,Medium,0.983079,4,1,0,0
6719-FGEDO,Female,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,"Bank transfer (automatic)",97,1398.6,0,"4+ years",0,1,6984,High,0.200229,5,1,1,1
8364-TRMMK,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",50.65,151.3,1,"0-1 year",1,0,151.95,Medium,0.989212,1,1,1,0
1282-IHQAC,Male,1,No,No,70,No,"No phone service",DSL,No,Yes,Yes,No,Yes,No,"One year",Yes,"Credit card (automatic)",44.05,3011.65,0,"4+ years",0,1,3083.5,Medium,0.976382,3,0,1,0
4760-XOHVN,Female,0,Yes,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.45,19.45,1,"0-1 year",1,0,19.45,Low,0.9511,1,1,0,1
1725-MIMXW,Male,0,No,Yes,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.45,19.45,1,"0-1 year",1,0,19.45,Low,0.9511,1,1,0,1
0568-ONFPC,Male,0,Yes,Yes,5,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Bank transfer (automatic)",25.9,135,1,"0-1 year",1,0,129.5,Low,1.03448,1,1,1,2
6103-BOCOU,Female,0,No,No,26,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Electronic check",80.7,2193,0,"2-4 years",0,0,2098.2,High,1.04468,2,1,1,0
2581-VKIRT,Female,0,Yes,Yes,59,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,No,No,"One year",No,"Mailed check",65.5,3801.3,0,"4+ years",0,1,3864.5,Medium,0.983392,4,0,0,2
7639-SUPCW,Female,0,No,No,22,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",48.8,1054.6,1,"1-2 years",0,0,1073.6,Medium,0.981388,2,1,1,0
0750-EBAIU,Male,0,No,No,52,Yes,No,"Fiber optic",Yes,No,Yes,No,Yes,No,"One year",No,"Electronic check",91.25,4738.3,0,"4+ years",0,1,4745,High,0.998378,4,0,0,0
1216-BGTSP,Male,0,No,No,45,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",108.45,4964.7,0,"2-4 years",0,0,4880.25,High,1.0171,6,1,1,0
3727-OVPRY,Male,0,Yes,Yes,29,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card (automatic)",25.7,1714.55,0,"2-4 years",0,0,745.3,Low,2.2974,1,0,1,2
1465-LNTLJ,Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,"Credit card (automatic)",64.4,581.7,0,"0-1 year",1,0,515.2,Medium,1.12689,4,1,1,1
8777-MBMTS,Female,1,Yes,No,29,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",105.85,6725.5,0,"2-4 years",0,0,3069.65,High,2.19025,6,0,1,1
4667-OHGKG,Male,0,No,No,29,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.3,19.3,1,"2-4 years",0,0,559.7,Low,0.0344213,1,1,1,0
0376-OIWME,Male,0,Yes,No,36,Yes,No,"Fiber optic",Yes,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93.6,3366.05,0,"2-4 years",0,0,3369.6,High,0.99865,4,1,1,1
2988-QRAJY,Male,0,No,No,69,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Credit card (automatic)",110.05,7430.75,0,"4+ years",0,1,7593.45,High,0.978445,6,0,1,0
9800-OUIGR,Male,0,Yes,Yes,66,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",20,1374.2,0,"4+ years",0,1,1320,Low,1.04027,1,0,0,2
1814-WFGVS,Male,0,Yes,Yes,72,No,"No phone service",DSL,Yes,No,Yes,Yes,Yes,No,"Two year",No,"Mailed check",48.9,3527,0,"4+ years",0,1,3520.8,Medium,1.00148,4,0,0,2
9470-YFUYI,Male,1,Yes,No,29,Yes,No,DSL,Yes,Yes,No,No,Yes,No,"One year",Yes,"Bank transfer (automatic)",71,5012.1,0,"2-4 years",0,0,2059,High,2.43306,4,0,1,1
2200-DSAAL,Female,0,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Electronic check",80.65,5330.2,0,"4+ years",0,1,5484.2,High,0.971742,5,0,1,0
9272-LSVYH,Male,0,No,No,29,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",70.15,735.5,0,"2-4 years",0,0,2034.35,High,0.361363,1,1,0,0
3910-MRQOY,Female,0,Yes,No,72,Yes,No,No,"No internet service","No internet service","No internet service",No,"No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.4,1496.45,0,"4+ years",0,1,1396.8,Low,1.07058,1,0,0,1
0376-YMCJC,Male,0,No,No,23,Yes,Yes,"Fiber optic",No,No,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",90.6,1943.2,1,"1-2 years",0,0,2083.8,High,0.93208,3,1,1,0
5628-FCGYG,Male,0,No,No,21,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",84.1,1737.45,0,"1-2 years",0,0,1766.1,High,0.983221,2,1,1,0
0362-ZBZWJ,Male,0,No,No,36,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",84.9,3067.2,1,"2-4 years",0,0,3056.4,High,1.00321,2,1,1,0
4373-MAVJG,Female,0,Yes,Yes,14,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",90.9,1259,1,"1-2 years",0,0,1272.6,High,0.988536,3,1,1,2
3462-BJQQA,Female,0,No,No,6,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",89.75,552.65,0,"0-1 year",1,0,538.5,High,1.02437,3,1,1,0
1209-VFFOC,Male,0,Yes,Yes,68,No,"No phone service",DSL,Yes,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Mailed check",56.4,3948.45,0,"4+ years",0,1,3835.2,Medium,1.02926,5,0,1,2
5712-PTIWW,Male,0,No,No,2,Yes,No,"Fiber optic",No,No,Yes,Yes,No,No,Month-to-month,Yes,"Electronic check",79.85,152.45,1,"0-1 year",1,0,159.7,High,0.948662,3,1,1,0
6082-GLJIX,Male,0,No,No,18,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.25,331.35,0,"1-2 years",0,0,346.5,Low,0.953525,1,1,0,0
2782-JEEBU,Male,0,No,No,21,No,"No phone service",DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,"Mailed check",36,1398.6,0,"1-2 years",0,0,756,Medium,1.84756,2,1,1,0
3896-RCYYE,Female,0,No,No,67,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",53.4,3579.15,0,"4+ years",0,1,3577.8,Medium,1.0001,4,1,1,0
6814-ZPWFQ,Male,1,No,No,51,Yes,Yes,No,No,"No internet service","No internet service",No,"No internet service","No internet service","One year",No,"Bank transfer (automatic)",25,1260.7,0,"4+ years",0,1,1275,Low,0.988009,1,0,0,0
3669-OYSJI,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",70.4,46.2,1,"0-1 year",1,0,70.4,High,0.647059,1,1,0,0
9710-NJERN,Female,0,No,No,39,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.15,826,0,"2-4 years",0,0,785.85,Low,1.04976,1,0,0,0
0925-VYDLG,Female,0,No,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",75.25,242,1,"0-1 year",1,0,225.75,High,1.06725,1,1,0,0
0862-PRCBS,Female,0,Yes,Yes,68,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",103.75,7039.45,0,"4+ years",0,1,7055,High,0.997654,5,0,1,2
0295-QVKPB,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,"Credit card (automatic)",63.95,318.1,0,"0-1 year",1,0,319.75,Medium,0.991738,4,1,1,0
0969-RGKCU,Male,0,Yes,Yes,37,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",19.8,677.05,0,"2-4 years",0,0,732.6,Low,0.922914,1,1,0,2
5149-QYTTU,Female,0,Yes,Yes,71,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,No,No,"One year",Yes,"Credit card (automatic)",95.15,6770.85,0,"4+ years",0,1,6755.65,High,1.0021,5,0,1,2
5649-ANRML,Male,1,No,No,2,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,"Credit card (automatic)",95.1,180.25,1,"0-1 year",1,0,190.2,High,0.94273,5,1,1,0
1635-HDGFT,Female,0,No,Yes,19,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.5,398.55,0,"1-2 years",0,0,389.5,Low,1.02061,1,0,0,1
9089-UOWJG,Female,0,Yes,Yes,12,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",58.35,740.55,0,"0-1 year",0,0,700.2,Medium,1.05612,3,1,1,2
6379-RXJRQ,Male,0,Yes,No,10,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.1,659.65,1,"0-1 year",1,0,701,High,0.939672,1,1,1,1
0784-GTUUK,Male,0,Yes,No,62,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card (automatic)",23.75,1446.8,0,"4+ years",0,1,1472.5,Low,0.98188,1,0,1,1
0754-UKWQP,Male,0,No,No,2,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.85,197.7,1,"0-1 year",1,0,191.7,High,1.02595,4,1,1,0
9412-ARGBX,Female,0,No,Yes,48,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,No,"Two year",Yes,"Mailed check",95.5,4627.85,1,"2-4 years",0,0,4584,High,1.00935,5,0,1,1
9027-TMATR,Female,0,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",78.8,3460.3,0,"2-4 years",0,0,3388.4,High,1.02092,6,0,1,1
7901-HXJVA,Male,0,No,No,14,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Electronic check",76.45,1117.55,0,"1-2 years",0,0,1070.3,High,1.04317,2,1,0,0
8595-SIZNC,Female,1,Yes,No,29,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Bank transfer (automatic)",25.6,548.8,0,"2-4 years",0,0,742.4,Low,0.73823,1,1,0,1
6701-DHKWQ,Female,0,Yes,No,61,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,No,"Two year",No,"Credit card (automatic)",51.35,3244.4,0,"4+ years",0,1,3132.35,Medium,1.03544,4,0,0,1
2977-CEBSX,Female,0,No,No,66,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",90.05,1398.6,0,"4+ years",0,1,5943.3,High,0.235284,7,0,1,0
8845-LWKGE,Female,0,Yes,Yes,30,Yes,No,DSL,No,No,Yes,Yes,Yes,No,"One year",Yes,"Electronic check",64.5,1985.15,0,"2-4 years",0,0,1935,Medium,1.02539,4,0,1,2
6969-MVBAI,Female,1,No,No,9,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",90.1,816.8,0,"0-1 year",1,0,810.9,High,1.00604,3,1,1,0
5144-PQCDZ,Male,0,No,No,4,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.95,59.25,0,"0-1 year",1,0,79.8,Low,0.733292,1,1,1,0
6994-KERXL,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",55.9,238.5,0,"0-1 year",1,0,223.6,Medium,1.06189,2,1,1,0
8902-ZEOVF,Male,0,Yes,Yes,47,Yes,No,No,"No internet service","No internet service","No internet service",No,"No internet service","No internet service","One year",No,"Mailed check",20.05,951.55,0,"2-4 years",0,0,942.35,Low,1.00869,1,0,0,2
9592-ERDKV,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,"One year",No,"Mailed check",79.25,2911.8,0,"2-4 years",0,0,2932.25,High,0.992687,5,0,0,1
8620-RJPZN,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service",No,"No internet service","No internet service",Month-to-month,No,"Electronic check",20.7,20.7,0,"0-1 year",1,0,20.7,Low,0.953917,1,1,0,0
3115-CZMZD,Male,0,No,Yes,0,Yes,No,No,"No internet service","No internet service","No internet service",No,"No internet service","No internet service","Two year",No,"Mailed check",20.25,1398.6,0,"4+ years",1,0,0,Low,1398.6,1,0,0,1
0730-KOAVE,Male,0,No,No,30,Yes,Yes,"Fiber optic",Yes,Yes,No,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",94.3,2679.7,0,"2-4 years",0,0,2829,High,0.94689,4,1,1,0
4322-RCYMT,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,"One year",Yes,"Bank transfer (automatic)",75.8,5293.95,1,"4+ years",0,1,5154.4,High,1.02687,5,0,1,2
1032-MAELW,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,"Electronic check",78.45,5333.35,0,"4+ years",0,1,5334.6,High,0.999578,6,1,1,2
